order_type,payment_method,Month,day Of Week,Hour,Discount Category,order_id
Takeaway,Wallet,October,Monday,10,No Discount,121991
Takeaway,Credit Card,October,Monday,14,High Discount,122450
Delivery,UPI,October,Monday,21,No Discount,123322
Dine-in,Wallet,October,Monday,15,High Discount,123359
Delivery,UPI,October,Monday,15,Low Discount,123521
Dine-in,Debit Card,October,Monday,12,No Discount,123533
Takeaway,Cash,October,Monday,17,Medium Discount,123589
Delivery,UPI,October,Monday,19,High Discount,124374
Takeaway,UPI,October,Monday,16,No Discount,124383
Dine-in,Wallet,October,Monday,17,High Discount,125262
Delivery,Cash,October,Monday,12,No Discount,125413
Dine-in,UPI,October,Monday,18,High Discount,125859
Dine-in,UPI,October,Monday,12,No Discount,126652
Delivery,Cash,October,Monday,12,High Discount,126688
Dine-in,UPI,October,Monday,14,Low Discount,127202
Takeaway,Cash,October,Monday,16,High Discount,127341
Delivery,UPI,October,Monday,17,High Discount,127640
Takeaway,Debit Card,October,Monday,11,No Discount,128008
Delivery,Cash,October,Monday,17,No Discount,128606
Takeaway,Credit Card,October,Monday,15,High Discount,129735
Takeaway,Debit Card,October,Monday,16,No Discount,130240
Dine-in,Credit Card,October,Monday,14,No Discount,130436
Delivery,Wallet,October,Monday,14,Medium Discount,130552
Delivery,Wallet,October,Monday,16,No Discount,130567
Takeaway,Credit Card,October,Monday,13,High Discount,132270
Delivery,Cash,October,Monday,12,High Discount,132889
Dine-in,Debit Card,October,Monday,10,Low Discount,132957
Takeaway,UPI,October,Monday,12,Medium Discount,133224
Takeaway,UPI,October,Monday,19,Low Discount,133497
Delivery,Wallet,October,Monday,21,No Discount,133902
Delivery,Wallet,October,Monday,17,No Discount,134381
Dine-in,Credit Card,October,Monday,18,High Discount,135549
Delivery,Credit Card,October,Monday,20,High Discount,136751
Takeaway,UPI,October,Monday,18,High Discount,136939
Dine-in,Credit Card,October,Monday,13,High Discount,136955
Delivery,Credit Card,October,Monday,13,High Discount,136960
Dine-in,Wallet,October,Monday,14,High Discount,137155
Takeaway,Cash,October,Monday,15,No Discount,137221
Dine-in,Credit Card,October,Monday,11,No Discount,137799
Takeaway,Wallet,October,Monday,12,High Discount,138294
Dine-in,Credit Card,October,Monday,22,No Discount,138431
Dine-in,Debit Card,October,Monday,17,High Discount,139565
Dine-in,Cash,October,Monday,13,Low Discount,139583
Dine-in,Debit Card,October,Monday,17,High Discount,139744
Dine-in,Cash,October,Monday,13,Low Discount,140238
Dine-in,Wallet,October,Monday,18,No Discount,140473
Delivery,UPI,October,Monday,21,High Discount,140550
Delivery,Debit Card,October,Monday,20,Medium Discount,140612
Takeaway,Cash,October,Monday,14,High Discount,140712
Takeaway,Credit Card,October,Monday,15,Low Discount,140891
Dine-in,Debit Card,October,Monday,11,No Discount,141119
Takeaway,Debit Card,October,Monday,19,High Discount,141233
Takeaway,Cash,October,Monday,11,No Discount,141658
Delivery,UPI,October,Monday,11,No Discount,141742
Dine-in,Cash,October,Monday,12,High Discount,141884
Delivery,Cash,October,Monday,18,High Discount,142199
Dine-in,Debit Card,October,Monday,20,Low Discount,142799
Delivery,Wallet,October,Monday,14,High Discount,143243
Takeaway,Cash,October,Monday,17,No Discount,143608
Takeaway,Wallet,October,Monday,12,Medium Discount,143664
Dine-in,Debit Card,October,Monday,13,Medium Discount,143828
Dine-in,Credit Card,October,Monday,21,Low Discount,144096
Dine-in,Debit Card,October,Monday,14,High Discount,144265
Delivery,Debit Card,October,Monday,10,Medium Discount,144697
Takeaway,Credit Card,October,Monday,19,No Discount,144811
Takeaway,Wallet,October,Monday,22,Medium Discount,144897
Delivery,UPI,October,Monday,17,High Discount,145281
Delivery,Cash,October,Monday,22,High Discount,145496
Delivery,UPI,October,Monday,17,No Discount,146395
Takeaway,UPI,October,Monday,21,Low Discount,146596
Delivery,Debit Card,October,Monday,13,No Discount,146640
Delivery,Wallet,October,Monday,17,Medium Discount,147175
Takeaway,Wallet,October,Monday,19,High Discount,147180
Delivery,Debit Card,October,Monday,10,No Discount,147358
Takeaway,Wallet,October,Monday,17,No Discount,147794
Takeaway,UPI,October,Monday,14,Low Discount,148121
Delivery,Wallet,October,Monday,11,No Discount,148496
Dine-in,Debit Card,October,Monday,16,High Discount,149546
Dine-in,Credit Card,November,Thursday,10,Medium Discount,100867
Takeaway,Credit Card,November,Thursday,19,No Discount,100931
Delivery,Credit Card,November,Thursday,17,Low Discount,101159
Takeaway,Cash,November,Thursday,21,High Discount,101267
Delivery,Debit Card,November,Thursday,18,High Discount,101628
Dine-in,UPI,November,Thursday,15,Low Discount,101692
Takeaway,Wallet,November,Thursday,10,Medium Discount,101742
Delivery,Cash,November,Thursday,13,Medium Discount,101891
Dine-in,Credit Card,November,Thursday,12,High Discount,102449
Dine-in,Cash,November,Thursday,13,High Discount,102971
Dine-in,UPI,November,Thursday,22,High Discount,103265
Delivery,Debit Card,November,Thursday,12,Low Discount,103500
Delivery,Credit Card,November,Thursday,22,High Discount,103585
Delivery,Cash,November,Thursday,18,High Discount,103718
Delivery,Wallet,November,Thursday,11,Low Discount,103881
Delivery,Cash,November,Thursday,15,High Discount,104094
Takeaway,Cash,November,Thursday,14,Low Discount,104100
Delivery,Debit Card,November,Thursday,17,No Discount,104850
Dine-in,Credit Card,November,Thursday,10,No Discount,105322
Takeaway,UPI,November,Thursday,11,High Discount,105442
Delivery,Wallet,November,Thursday,21,Low Discount,105567
Delivery,Wallet,November,Thursday,18,Medium Discount,105584
Takeaway,Debit Card,November,Thursday,12,High Discount,106474
Dine-in,Wallet,November,Thursday,15,No Discount,106488
Delivery,Debit Card,November,Thursday,15,No Discount,106703
Dine-in,Cash,November,Thursday,22,Low Discount,106763
Takeaway,Wallet,November,Thursday,17,No Discount,106847
Delivery,UPI,November,Thursday,16,Low Discount,107472
Takeaway,Wallet,November,Thursday,22,No Discount,107904
Dine-in,Wallet,November,Thursday,14,Medium Discount,108026
Takeaway,Credit Card,November,Thursday,17,Low Discount,108035
Delivery,Wallet,November,Thursday,19,No Discount,108149
Takeaway,Credit Card,November,Thursday,21,No Discount,108576
Delivery,Debit Card,November,Thursday,14,High Discount,110300
Delivery,Debit Card,November,Thursday,22,High Discount,110784
Dine-in,Cash,November,Thursday,16,Low Discount,111012
Dine-in,Cash,November,Thursday,11,Low Discount,111505
Dine-in,Cash,November,Thursday,20,No Discount,112039
Delivery,Debit Card,November,Thursday,10,Low Discount,112473
Delivery,Debit Card,November,Thursday,19,No Discount,112928
Takeaway,Debit Card,November,Thursday,12,No Discount,113423
Dine-in,Cash,November,Thursday,10,Medium Discount,114034
Takeaway,Credit Card,November,Thursday,10,No Discount,115038
Delivery,Wallet,November,Thursday,17,No Discount,115292
Dine-in,Debit Card,November,Thursday,14,Low Discount,115338
Dine-in,Cash,November,Thursday,22,Medium Discount,115616
Dine-in,Credit Card,November,Thursday,12,Low Discount,115758
Dine-in,Credit Card,November,Thursday,16,Low Discount,115861
Dine-in,Debit Card,November,Thursday,22,No Discount,116035
Takeaway,Cash,November,Thursday,12,No Discount,116123
Dine-in,UPI,November,Thursday,17,High Discount,116336
Dine-in,UPI,November,Thursday,13,High Discount,116794
Takeaway,Credit Card,November,Thursday,21,High Discount,117281
Delivery,Cash,November,Thursday,22,Low Discount,117441
Dine-in,Credit Card,November,Thursday,11,High Discount,117637
Takeaway,Wallet,November,Thursday,20,Medium Discount,117700
Takeaway,Wallet,November,Thursday,19,Medium Discount,118885
Takeaway,UPI,November,Thursday,16,No Discount,119025
Delivery,UPI,November,Thursday,12,Medium Discount,120174
Dine-in,Cash,November,Thursday,14,No Discount,120941
Dine-in,Debit Card,November,Thursday,10,No Discount,121144
Delivery,Wallet,November,Thursday,19,High Discount,121465
Takeaway,UPI,November,Thursday,20,No Discount,121478
Delivery,Debit Card,November,Thursday,16,No Discount,121757
Takeaway,Credit Card,November,Thursday,22,No Discount,122029
Dine-in,Debit Card,November,Thursday,12,No Discount,122667
Delivery,UPI,November,Thursday,10,Low Discount,123524
Delivery,Wallet,November,Thursday,10,High Discount,123969
Takeaway,UPI,November,Thursday,18,High Discount,124500
Dine-in,Debit Card,November,Thursday,12,No Discount,125288
Delivery,Cash,November,Thursday,10,Medium Discount,125554
Dine-in,Debit Card,November,Thursday,22,Medium Discount,125845
Delivery,Wallet,November,Thursday,13,No Discount,125888
Takeaway,Debit Card,November,Thursday,20,Medium Discount,125970
Takeaway,Cash,November,Thursday,13,No Discount,126055
Delivery,Debit Card,November,Thursday,22,Medium Discount,126421
Dine-in,UPI,November,Thursday,14,High Discount,126619
Dine-in,UPI,November,Thursday,12,No Discount,126828
Takeaway,Debit Card,November,Thursday,14,High Discount,127333
Delivery,Credit Card,November,Thursday,16,Medium Discount,127734
Dine-in,Credit Card,November,Thursday,14,No Discount,127996
Delivery,Debit Card,November,Thursday,20,Medium Discount,129147
Dine-in,Cash,November,Thursday,14,No Discount,129553
Dine-in,Credit Card,November,Thursday,16,No Discount,129919
Takeaway,Cash,November,Thursday,17,No Discount,130024
Dine-in,Wallet,November,Thursday,10,No Discount,130038
Delivery,Wallet,November,Thursday,20,High Discount,130127
Takeaway,Debit Card,November,Thursday,14,Medium Discount,130188
Delivery,Debit Card,November,Thursday,13,Low Discount,130306
Takeaway,Debit Card,November,Thursday,17,Low Discount,130967
Takeaway,Debit Card,November,Thursday,14,No Discount,131358
Takeaway,Wallet,November,Thursday,15,No Discount,131441
Takeaway,Debit Card,November,Thursday,17,No Discount,131461
Takeaway,Credit Card,November,Thursday,21,Low Discount,131786
Delivery,Credit Card,November,Thursday,12,Low Discount,132211
Delivery,Credit Card,November,Thursday,20,Low Discount,132437
Takeaway,Cash,November,Thursday,19,High Discount,132474
Delivery,Debit Card,November,Thursday,22,High Discount,133019
Takeaway,UPI,November,Thursday,15,No Discount,133053
Dine-in,Debit Card,November,Thursday,13,No Discount,133490
Delivery,Credit Card,November,Thursday,19,Low Discount,133492
Delivery,Credit Card,November,Thursday,16,No Discount,134692
Takeaway,Cash,November,Thursday,21,High Discount,135500
Takeaway,Cash,November,Thursday,17,High Discount,135632
Dine-in,Wallet,November,Thursday,13,No Discount,135807
Dine-in,Debit Card,November,Thursday,13,High Discount,135822
Delivery,Credit Card,November,Thursday,21,High Discount,136480
Takeaway,Cash,November,Thursday,14,No Discount,136538
Delivery,Cash,November,Thursday,12,High Discount,137021
Dine-in,Credit Card,November,Thursday,16,No Discount,137811
Dine-in,Debit Card,November,Thursday,22,Medium Discount,138562
Dine-in,Debit Card,November,Thursday,12,High Discount,139442
Dine-in,Credit Card,November,Thursday,12,No Discount,140943
Takeaway,Cash,November,Thursday,11,No Discount,141381
Delivery,Wallet,November,Thursday,10,High Discount,142825
Takeaway,Wallet,November,Thursday,17,High Discount,142897
Dine-in,Debit Card,November,Thursday,16,No Discount,143257
Dine-in,Wallet,November,Thursday,10,No Discount,143900
Delivery,Credit Card,November,Thursday,20,No Discount,144765
Dine-in,Credit Card,November,Thursday,15,High Discount,146067
Delivery,Cash,November,Thursday,13,Low Discount,146703
Takeaway,Cash,November,Thursday,16,No Discount,147335
Takeaway,Cash,November,Thursday,20,Medium Discount,147657
Takeaway,Credit Card,November,Thursday,19,Medium Discount,148113
Dine-in,UPI,November,Thursday,14,No Discount,148381
Takeaway,UPI,November,Thursday,11,Medium Discount,148662
Takeaway,Debit Card,November,Thursday,16,No Discount,148831
Takeaway,Wallet,November,Thursday,17,Low Discount,149041
Dine-in,UPI,November,Thursday,13,Low Discount,149649
Dine-in,Debit Card,November,Thursday,18,High Discount,149824
Delivery,Credit Card,November,Thursday,19,No Discount,149907
Delivery,Cash,November,Thursday,18,No Discount,149913
Delivery,UPI,December,Saturday,22,No Discount,100377
Takeaway,Debit Card,December,Saturday,19,No Discount,101079
Dine-in,UPI,December,Saturday,12,Medium Discount,101513
Delivery,UPI,December,Saturday,17,No Discount,101568
Delivery,Wallet,December,Saturday,20,Low Discount,101689
Takeaway,UPI,December,Saturday,19,No Discount,101815
Dine-in,Credit Card,December,Saturday,17,Medium Discount,101942
Delivery,UPI,December,Saturday,20,No Discount,102673
Takeaway,Cash,December,Saturday,17,No Discount,103372
Dine-in,Wallet,December,Saturday,16,No Discount,103689
Takeaway,Debit Card,December,Saturday,18,Low Discount,104312
Dine-in,Debit Card,December,Saturday,13,High Discount,104587
Delivery,Cash,December,Saturday,18,Medium Discount,106164
Delivery,Credit Card,December,Saturday,20,Low Discount,106406
Dine-in,Cash,December,Saturday,14,No Discount,106900
Dine-in,Wallet,December,Saturday,17,Medium Discount,107052
Delivery,Cash,December,Saturday,19,No Discount,107142
Delivery,Wallet,December,Saturday,15,Medium Discount,107154
Delivery,Cash,December,Saturday,12,Medium Discount,107484
Dine-in,Credit Card,December,Saturday,21,No Discount,107816
Delivery,Wallet,December,Saturday,15,High Discount,107825
Takeaway,Cash,December,Saturday,16,Medium Discount,107958
Dine-in,Cash,December,Saturday,10,No Discount,108248
Takeaway,Debit Card,December,Saturday,15,No Discount,108318
Dine-in,Credit Card,December,Saturday,15,No Discount,108840
Delivery,Cash,December,Saturday,17,Medium Discount,108864
Takeaway,Debit Card,December,Saturday,16,Low Discount,109137
Delivery,Credit Card,December,Saturday,10,No Discount,109556
Dine-in,Cash,December,Saturday,20,High Discount,109647
Dine-in,Credit Card,December,Saturday,18,High Discount,109759
Dine-in,Debit Card,December,Saturday,19,High Discount,110015
Dine-in,Debit Card,December,Saturday,19,High Discount,110023
Takeaway,UPI,December,Saturday,22,High Discount,110115
Delivery,UPI,December,Saturday,20,Low Discount,110174
Dine-in,Wallet,December,Saturday,17,No Discount,110424
Takeaway,Credit Card,December,Saturday,19,Medium Discount,110577
Dine-in,Credit Card,December,Saturday,21,No Discount,110714
Delivery,Cash,December,Saturday,15,High Discount,112049
Dine-in,Cash,December,Saturday,21,High Discount,112052
Takeaway,Wallet,December,Saturday,20,No Discount,112428
Takeaway,UPI,December,Saturday,13,Low Discount,112531
Delivery,Credit Card,December,Saturday,10,No Discount,112585
Delivery,Credit Card,December,Saturday,21,No Discount,112647
Dine-in,Debit Card,December,Saturday,16,No Discount,113813
Takeaway,Debit Card,December,Saturday,17,High Discount,114751
Takeaway,Credit Card,December,Saturday,22,Low Discount,114765
Delivery,Cash,December,Saturday,15,Low Discount,114842
Takeaway,Debit Card,December,Saturday,19,Medium Discount,115363
Takeaway,Credit Card,December,Saturday,19,High Discount,116040
Takeaway,Debit Card,December,Saturday,18,No Discount,116588
Delivery,Credit Card,December,Saturday,20,No Discount,116786
Dine-in,Credit Card,December,Saturday,16,No Discount,116990
Takeaway,Debit Card,December,Saturday,21,No Discount,117634
Delivery,Cash,December,Saturday,14,No Discount,118033
Delivery,Cash,December,Saturday,19,High Discount,118380
Delivery,Cash,December,Saturday,17,No Discount,118491
Dine-in,Debit Card,December,Saturday,22,No Discount,119234
Delivery,Wallet,December,Saturday,20,No Discount,119254
Takeaway,Debit Card,December,Saturday,15,High Discount,119696
Dine-in,Wallet,December,Saturday,19,High Discount,119787
Takeaway,Credit Card,December,Saturday,12,High Discount,120354
Delivery,Credit Card,December,Saturday,20,Low Discount,120652
Delivery,Wallet,December,Saturday,14,Low Discount,120969
Dine-in,UPI,December,Saturday,17,High Discount,121160
Takeaway,Credit Card,December,Saturday,18,Low Discount,121517
Dine-in,UPI,December,Saturday,18,No Discount,121774
Takeaway,Wallet,December,Saturday,17,Medium Discount,122295
Dine-in,Credit Card,December,Saturday,19,Medium Discount,122550
Dine-in,Wallet,December,Saturday,16,Low Discount,122566
Delivery,Wallet,December,Saturday,14,High Discount,122605
Dine-in,Wallet,December,Saturday,23,High Discount,123317
Dine-in,UPI,December,Saturday,15,No Discount,123404
Dine-in,Credit Card,December,Saturday,19,Low Discount,123454
Takeaway,Cash,December,Saturday,19,No Discount,123474
Delivery,UPI,December,Saturday,19,Low Discount,123893
Dine-in,Wallet,December,Saturday,19,No Discount,124528
Delivery,Wallet,December,Saturday,18,Medium Discount,124750
Dine-in,Debit Card,December,Saturday,19,Low Discount,124974
Takeaway,Cash,December,Saturday,22,Medium Discount,125036
Delivery,Wallet,December,Saturday,14,No Discount,125745
Takeaway,Cash,December,Saturday,20,No Discount,126474
Dine-in,Cash,December,Saturday,21,High Discount,127622
Dine-in,UPI,December,Saturday,12,High Discount,127774
Takeaway,Wallet,December,Saturday,21,High Discount,128127
